,city,position,company_name,company_size,company_type,salary,education,ability,experience
205,广州,零售银行数据科学家助理副总裁,汇丰环球,10000人以上,外商独资,2.5万-5万,本科,AI 自然语言 机器学习算法 ,5-10年
206,广州-天河区,大数据咨询顾问,广东电信规划设计院,1000-9999人,国企,6千-1万,本科,数据分析 数据治理 大数据平台 大数据分析 ,1-3年
207,广州-越秀区,数据产品经理,深圳市协卓软件有限公司,500-999人,民营,1.5万-2万,大专,SQL 数据建模 数据采集 需求分析 ,3-5年
208,广州-番禺区,数据处理工程师,广州和时通电子科技有限公司,20-99人,民营,8千-1万,本科,掌握R、PYTHON ,1-3年
209,广州,IT数据通信咨询设计师（广东移动设计院）,广东省人才市场,20人以下,国企,1.5万-2万,本科,数据分析 ,3-5年
210,广州-番禺区,经营分析师,广东好太太科技集团股份有限公司,1000-9999人,上市公司,8千-1.2万,大专,数据分析 金融 经营分析 ,1-3年
211,广州-天河区,BI交付顾问（广东区）,浪潮集团,10000人以上,国企,1万-2万,本科,数据分析 BI 数据清洗 数据挖掘 SQL 数据仓库 ,1-3年
212,广州-越秀区,业务统计岗,中信保诚人寿保险有限公司广东省分公司,500-999人,合资,6千-9千,本科,数据分析 ,5-10年
213,广州-天河区,业务策略运营主管,贝壳找房,10000人以上,上市公司,1万-1.5万,本科,Tableau 数据分析 SQL Python ,3-5年
214,广州-花都区,车辆残值分析员,广州诚易二手车经纪服务有限公司,100-299人,合资,8千-1万,大专,数据分析 需求分析 ,3-5年
215,广州,Manager - Data Analysis - Risk Assurance - GZ/SZ,普华永道中天会计师事务所(特殊普通合伙)北京分所,1000-9999人,外商独资,面议,本科,SAP ,5-10年
